source_index,report_id,indicator_id,original_status,original_value,original_unit,original_evidence_quote,original_page_no,original_block_id,final_status,final_value,final_unit,final_qualitative_text,final_evidence_quote,final_page_no,final_block_id,final_block_type,rationale,reviewer,reviewed_at
38,00568_山东墨龙_2025_ESG报告,g_party_building,error,True,,墨龙党建 主要荣誉 先进基层党组织 共产党员示范商户 党员领春党领导头参与职工集体贡献献益活动 预备党员参与党史学习,14,00568_山东墨龙_2025_ESG报告:p14:b2,found,true,,党员领春党领导头参与职工集体贡献献益活动,党员领春党领导头参与职工集体贡献献益活动,14,00568_山东墨龙_2025_ESG报告:p14:b2,image,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
39,01432_中国圣牧_2025_ESG报告,g_anti_corruption,error,true,,公司高度重視廉政建設及反腐敗反貪汙工作，設立紀檢部門貫徹落實關於反腐敗工作的各項要求制定《禮品禮金管理辦法》《業務招待費用管理制度》等一系列制度規範,14,01432_中国圣牧_2025_ESG报告:p14:b12,found,true,,公司高度重視廉政建設及反腐敗反貪汙工作，設立紀檢部門貫徹落實關於反腐敗工作的各項要求制定《禮品禮金管理辦法》《業務招待費用管理制度》《員工投資入股行為規範》《企業紀律處分工作辦法》等一系列制度規範，嚴令禁止公司員工接受任何形式的回扣、仲介費,公司高度重視廉政建設及反腐敗反貪汙工作，設立紀檢部門貫徹落實關於反腐敗工作的各項要求制定《禮品禮金管理辦法》《業務招待費用管理制度》《員工投資入股行為規範》《企業紀律處分工作辦法》等一系列制度規範，嚴令禁止公司員工接受任何形式的回扣、仲介費、好處費、禮品等饋贈，並要求管理層人員不得利用職務便利為親屬及特定關係人謀取私利,14,01432_中国圣牧_2025_ESG报告:p14:b12,paragraph,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
40,02402_亿华通_2025_ESG报告,s_data_security,error,true,,客户数据与隐私管理...已证实的信息安全事件数量,11,02402_亿华通_2025_ESG报告:p11:b5,found,true,,客戶 | 產品安全與質量客戶關係管理客戶隱私保護產業合作與發展反商業賄賂及反腐敗 | 客戶數據與隱私管理提供優質和安全的產品優化服務全流程,客戶 | 產品安全與質量客戶關係管理客戶隱私保護產業合作與發展反商業賄賂及反腐敗 | 客戶數據與隱私管理提供優質和安全的產品優化服務全流程,11,02402_亿华通_2025_ESG报告:p11:b5,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
41,02402_亿华通_2025_ESG报告,g_anti_corruption,error,true,,GRI 205: 反腐败 2016 205-2 | 反腐败政策和程序的传达及培训 | 商业道德建设 205-3 | 经确认的腐败事件和采取的行动 | 商业道德建设,59,02402_亿华通_2025_ESG报告:p59:b1,found,true,,GRI 205: 反腐敗 2016,GRI 205: 反腐敗 2016,59,02402_亿华通_2025_ESG报告:p59:b1,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
42,06198_青岛港_2025_ESG报告,g_risk_management,error,true,,董事會決策機構，指導公司內部控制系統的建設和實施。審計委員會審查監督公司內部控制系統運行情況。,18,06198_青岛港_2025_ESG报告:p18:b8,found,true,,"A[""董事會\n決策機構，指導公司內部控制系統的建設和實施。""] --> B[""審計委員會\n審查監督公司內部控制系統運行情況。""]","A[""董事會\n決策機構，指導公司內部控制系統的建設和實施。""] --> B[""審計委員會\n審查監督公司內部控制系統運行情況。""]",18,06198_青岛港_2025_ESG报告:p18:b8,image,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
43,06810_商米科技-Ｗ_2025_ESG报告,s_data_security,error,true,,依据《信息安全等级保护管理办法》的有关规定，上海商米科技集团股份有限公司单位的：商米官网系统 第二级 予以备案。,38,06810_商米科技-Ｗ_2025_ESG报告:p38:b2,found,true,,依据《信息安全等级保护管理办法》的有关规定，上海商米科技集团股份有限公司单位的：,依据《信息安全等级保护管理办法》的有关规定，上海商米科技集团股份有限公司单位的：,38,06810_商米科技-Ｗ_2025_ESG报告:p38:b2,image,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
44,06810_商米科技-Ｗ_2025_ESG报告,g_stakeholder_communication,error,,,利益相關方溝通方式：股東/投資者·企業年報、中期報告與公告·股東會·業績說明會·投資者見面會·電話、郵件、網站意見回饋平臺；商戶與企業·大客戶關係·客戶滿意度調查·全球服務網絡·展會、論壇、峰會等活動·網站及社交媒體；開發者/管道商/供應商/承包商·採購活動·網站、社交媒體·夥伴大會·共創與賦能·培訓與評估；員工·職工大會/職工代表大會·新員工入職培訓·定期溝通與培訓·組織活力調研·心社區(內部溝通平臺)·CEO意見箱、內部申訴郵件、電話；政府/監管機構·日常溝通彙報·專題調研與現場會·會議、論壇交流·標準、政策制定、意見回饋·網站、社交媒體；NGOs/國際組織/專業機構·論壇/峰會活動·可持續發展合作專案·來訪接待與訪談；社區·走訪與現場調研·意見回饋·網路、社交媒體；媒體/意見領袖/行業組織·論壇/峰會活動·來訪接待與訪談·網站、社交媒體；環境組織·低碳宣傳·生態環保公益志願活動·環境相關運營數據披露,12,06810_商米科技-Ｗ_2025_ESG报告:p12:b9,found,,,股東/投資者 | ·經濟貢獻與權益保障·公司治理與風險管理·可持續供應鏈·應對氣候變化·產品品質與安全·數據安全與隱私合規·研發創新·數位化與AI賦能·商業道德 | ·企業年報、中期報告與公告·股東會·業績說明會·投資者見面會·電話、郵件、,股東/投資者 | ·經濟貢獻與權益保障·公司治理與風險管理·可持續供應鏈·應對氣候變化·產品品質與安全·數據安全與隱私合規·研發創新·數位化與AI賦能·商業道德 | ·企業年報、中期報告與公告·股東會·業績說明會·投資者見面會·電話、郵件、網站意見回饋平臺,12,06810_商米科技-Ｗ_2025_ESG报告:p12:b9,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
45,06810_商米科技-Ｗ_2025_ESG报告,g_anti_corruption,error,true,,GRI 205-1 已進行腐敗風險評估的運營點 今年開展了廉潔 / 反貪腐內部風險評估的子公司百分比 100%。GRI 205-2 反腐敗政策和程式的傳達及培訓 員工簽署廉潔承諾書 / 簽收廉潔告知函的人數 1263。,66,06810_商米科技-Ｗ_2025_ESG报告:p66:b2,found,true,,今年開展了廉潔 / 反貪腐內部風險評估的子公司百分比 | % | 100% | 100%,今年開展了廉潔 / 反貪腐內部風險評估的子公司百分比 | % | 100% | 100%,66,06810_商米科技-Ｗ_2025_ESG报告:p66:b2,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
46,09668_渤海银行_2025_ESG暨社会责任报告,s_employee_rights,error,,,本行認真落實以職代會為基本形式的民主管理制度，依託工會組織促進廣大員工充分參與企業民主管理，合力構建和諧勞動關係。,87,09668_渤海银行_2025_ESG暨社会责任报告:p87:b7,found,,,本行認真落實以職代會為基本形式的民主管理制度，依託工會組織促進廣大員工充分參與企業民主管理，各級職工代表有序參與公司治理，合力構建和諧勞動關係。,本行認真落實以職代會為基本形式的民主管理制度，依託工會組織促進廣大員工充分參與企業民主管理，各級職工代表有序參與公司治理，合力構建和諧勞動關係。,87,09668_渤海银行_2025_ESG暨社会责任报告:p87:b7,paragraph,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
47,300035_中科电气_2025_ESG报告,e_nox,error,11.61,吨,氮氧化物排放总量 | 吨 | 11.61 | 4.95,38,300035_中科电气_2025_ESG报告:p38:b10,found,11.61,吨,,氮氧化物排放总量 $^{5}$ | 吨 | 11.61 | 4.95,38,300035_中科电气_2025_ESG报告:p38:b10,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
48,300035_中科电气_2025_ESG报告,e_particulate,error,2.65,吨,颗粒物排放总量 | 吨 | 2.65 | 19.14,38,300035_中科电气_2025_ESG报告:p38:b10,found,2.65,吨,,颗粒物排放总量 $^{6}$ | 吨 | 2.65 | 19.14,38,300035_中科电气_2025_ESG报告:p38:b10,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
49,300035_中科电气_2025_ESG报告,s_supplier,error,true,,制定《供应商管理控制程序》《招标管理制度》等内部管理制度文件，对供应商准入、分类、评价、审计、质量控制、风险管理与廉洁管理等关键环节进行全面管理,49,300035_中科电气_2025_ESG报告:p49:b3,found,true,,及其他运营所在地相关法律法规之要求，制定《供应商管理控制程序》《招标管理制度》《负责任供应链尽职调查管理体系》等内部管理制度文件，对供应商准入、分类、评价、审计、质量控制、风险管理与廉洁管理等关键环节进行全面管理，持续完善供应商全生命周期管,及其他运营所在地相关法律法规之要求，制定《供应商管理控制程序》《招标管理制度》《负责任供应链尽职调查管理体系》等内部管理制度文件，对供应商准入、分类、评价、审计、质量控制、风险管理与廉洁管理等关键环节进行全面管理，持续完善供应商全生命周期管理体系。2025年，公司细化《供应商管理控制程序》对原料供应的合规性、一致性提出,49,300035_中科电气_2025_ESG报告:p49:b3,paragraph,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
50,300035_中科电气_2025_ESG报告,s_human_rights,error,true,,制定《禁止强迫劳动和保障自由制度》《禁止使用童工及童工救济制度》《无歧视、无骚扰、无虐待制度》等专项制度,54,300035_中科电气_2025_ESG报告:p54:b4,found,true,,我们构建公平、包容的职场环境，制定《工作时间控制制度》《禁止强迫劳动和保障自由制度》《禁止使用童工及童工救济制度》《无歧视、无骚扰、无虐待制度》及《女工与未成年工保护制度》等专项制度，全面禁止在招聘、晋升、调薪、培训等各环节发生基于年龄、信,我们构建公平、包容的职场环境，制定《工作时间控制制度》《禁止强迫劳动和保障自由制度》《禁止使用童工及童工救济制度》《无歧视、无骚扰、无虐待制度》及《女工与未成年工保护制度》等专项制度，全面禁止在招聘、晋升、调薪、培训等各环节发生基于年龄、信仰、民族、种族、肤色、宗教、性别、国籍、残障、服役经历等任何法律禁止因素的歧视或,54,300035_中科电气_2025_ESG报告:p54:b4,paragraph,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
51,300149_睿智医药_2025_ESG报告,e_waste_total,error,1080.10,吨,"有害废弃物总量 吨 1,050.30 无害废弃物总量 吨 29.80",40,300149_睿智医药_2025_ESG报告:p40:b0,missing,,,,,,,,"候选块未直接披露1,080.10吨废弃物总量，该值属于分项推算；禁止人工加总。",codex-agent-a,2026-08-23T16:18:18.785641+00:00
52,300149_睿智医药_2025_ESG报告,s_work_injury,error,0.23%,%,工伤率 0.23%,30,300149_睿智医药_2025_ESG报告:p30:b3,found,0.23%,%,,"公司员工体检覆盖率 | 职业病体检覆盖率 | 工伤险投入金额 | 工伤率 
100% | 100% | 87.5万元 | 0.23%",30,300149_睿智医药_2025_ESG报告:p30:b3,table,候选块直接支持该指标；证据为同一候选块内连续逐字原文。,codex-agent-a,2026-08-23T16:18:18.785641+00:00
